Sample_ID,Source,Collection,Binder_ID,Manufacturer,Origin,Type,Subtype,Apparent_Colour,Details,Scanned
MTF_SUL_200,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,200,Amoco Ryton™,Man-made,Sulfar,Sulfar,N/A,"Tan (natural). 2.7d. x 3.25"" staple. M.P.=285C (manufacturer's data). Used in applications where heat and chemical resistance are crucial.",No
MTF_CLF_201,Microtraces LTD,Microtrace Forensic Fiber Reference Collection,201,Rhone Poulenc Thermovyl Type L9S,Man-made,Chlorofiber,Chlorofiber,N/A,"2.4d. x 60 mm. Flame retardant. Shrinks at 98 C. Use: protective and thermal clothing, bedding.",No
BIO_COT_011,Bio-Couture,Internal Collection,1.1,N/A,Natural,Cellulose,Cotton,Light Green,"Mercerised, 5/2, Light Green",Yes
BIO_COT_012,Bio-Couture,Internal Collection,1.2,N/A,Natural,Cellulose,Cotton,N/A,"Mercerised, 16/2, White",Yes
BIO_COT_013,Bio-Couture,Internal Collection,1.3,N/A,Natural,Cellulose,Cotton,Red,"3x2/16, Red",Yes
BIO_LIN_014,Bio-Couture,Internal Collection,1.4,N/A,Natural,Cellulose,Linen,N/A,"20/2, White",Yes
BIO_LIN_021,Bio-Couture,Internal Collection,2.1,N/A,Natural,Cellulose,Linen,Black,"Single Strand, 29.4nm, Black",Yes
BIO_WOL_022,Bio-Couture,Internal Collection,2.2,N/A,Natural,Protein,Wool,N/A,"Worsted, 48/2, White",Yes
BIO_CAM_023,Bio-Couture,Internal Collection,2.3,N/A,Natural,Protein,Camel,Orange,"Dyed, Orange",No
BIO_GOT_024,Bio-Couture,Internal Collection,2.4,N/A,Natural,Protein,Goat,Light Blue,"Angora Goat (Mohair), Blend Brushed, 9mm, Light blue",No
BIO_COT_031,Bio-Couture,Internal Collection,3.1,N/A,Natural,Cellulose,Cotton,Purple,"Blend (Cotton:Nylon 82:18), 8/2, Purple",No
BIO_COT_032,Bio-Couture,Internal Collection,3.2,N/A,Natural,Cellulose,Cotton,Blue,"Blend (Cotton:Cashmere:Silk 60:20:20), 35/2, Blue",No
BIO_GOT_033,Bio-Couture,Internal Collection,3.3,N/A,Natural,Protein,Goat,Pink,"Cashmere, Blend (Cashmere:Wool), 28/2, Pink",No
BIO_UNK_034,Bio-Couture,Internal Collection,3.4,N/A,Man-made,Unknown,Unknown,Pink,"Bamboo, 8/2, Pink",No
BIO_COT_041,Bio-Couture,Internal Collection,4.1,N/A,Natural,Cellulose,Cotton,Blue,"Denim, 1/7, Blue",Yes
BIO_PES_042,Bio-Couture,Internal Collection,4.2,N/A,Man-made,Polyester,PET,Black,"Spun, Black",Yes
BIO_VIS_043,Bio-Couture,Internal Collection,4.3,N/A,Man-made,Regenerated cellulose,Viscose,Pink,"Blend (Viscose:Elastane), Puma stretch, Pink",Yes
BIO_LYO_044,Bio-Couture,Internal Collection,4.4,N/A,Man-made,Regenerated cellulose,Lyocell,Red,"8/2, Red",Yes
BIO_PES_051,Bio-Couture,Internal Collection,5.1,N/A,Man-made,Polyester,PET,N/A,"Blend (Nylon:Polyester 28:72), White",No
BIO_UNK_052,Bio-Couture,Internal Collection,5.2,N/A,Man-made,Unknown,Unknown,Pink,"Astro, Pink/White",No
BIO_UNK_053,Bio-Couture,Internal Collection,5.3,N/A,Man-made,Unknown,Unknown,Blue,"Colcolastic, Blue",No
BIO_UNK_054,Bio-Couture,Internal Collection,5.4,N/A,Man-made,Unknown,Unknown,Blue,"Alain:Elite Blend, 84/2, Blue",No
UNU_WOL_061,UNUSUWUL,Internal Collection,6.1,N/A,Natural,Protein,Wool,N/A,"Welsh Mule, Cambrain (Wales)",No
UNU_WOL_062,UNUSUWUL,Internal Collection,6.2,N/A,Natural,Protein,Wool,N/A,"Cheviot, Cumbria",No
UNU_WOL_063,UNUSUWUL,Internal Collection,6.3,N/A,Natural,Protein,Wool,N/A,"Romney, Plawhatch Farm",No
UNU_WOL_064,UNUSUWUL,Internal Collection,6.4,N/A,Natural,Protein,Wool,Yellow,"Romney, Plawhatch Farm, Dyed (Mordant Alum), Yellow",No
UNU_WOL_071,UNUSUWUL,Internal Collection,7.1,N/A,Natural,Protein,Wool,Yellow,"Romney, Plawhatch Farm, Dyed, Yellow",No
UNU_WOL_072,UNUSUWUL,Internal Collection,7.2,N/A,Natural,Protein,Wool,N/A,"Shetland, Shetland Islands",No
UNU_WOL_073,UNUSUWUL,Internal Collection,7.3,N/A,Natural,Protein,Wool,N/A,"Shetland, Somerset",No
UNU_WOL_074,UNUSUWUL,Internal Collection,7.4,N/A,Natural,Protein,Wool,N/A,"Lincoln Long Wool,",No
UNU_WOL_081,UNUSUWUL,Internal Collection,8.1,N/A,Natural,Protein,Wool,N/A,"Dorset Horn, Dorset",No
UNU_WOL_082,UNUSUWUL,Internal Collection,8.2,N/A,Natural,Protein,Wool,N/A,"Scottish Blackface, Colloway & Southern Ayrshire",No
UNU_WOL_083,UNUSUWUL,Internal Collection,8.3,N/A,Natural,Protein,Wool,Black,"Scottish Blackface, Dyed, Black",No
UNU_WOL_084,UNUSUWUL,Internal Collection,8.4,N/A,Natural,Protein,Wool,Black,"Scottish Blackface, Dyed, Black",No
UNU_WOL_091,UNUSUWUL,Internal Collection,9.1,N/A,Natural,Protein,Wool,Black,"Black Rumney, Plawhatch Farm",No
UNU_WOL_092,UNUSUWUL,Internal Collection,9.2,N/A,Natural,Protein,Wool,N/A,"North Country Mule, North UK",No
UNU_WOL_093,UNUSUWUL,Internal Collection,9.3,N/A,Natural,Protein,Wool,N/A,"Swaledale, North-East UK",No
UNU_WOL_094,UNUSUWUL,Internal Collection,9.4,N/A,Natural,Protein,Wool,N/A,"Chevriot: Soy Blend, Cumbria",No
UNU_WOL_101,UNUSUWUL,Internal Collection,10.1,N/A,Natural,Protein,Wool,N/A,"Portland, South-West EnglanUK",No
UNU_WOL_102,UNUSUWUL,Internal Collection,10.2,N/A,Natural,Protein,Wool,N/A,"Blueface Leicester: Teeswater Blend, Cumbria",No
UNU_WOL_103,UNUSUWUL,Internal Collection,10.3,N/A,Natural,Protein,Wool,N/A,"Romney:Shetland Blend, Somerset",No
UNU_WOL_104,UNUSUWUL,Internal Collection,10.4,N/A,Natural,Protein,Wool,Purple,"Mohair:British Wool Blend, Dyed, Purple",No
UNU_WOL_111,UNUSUWUL,Internal Collection,11.1,N/A,Natural,Protein,Wool,N/A,Yak:Morina Blend,No
UNU_WOL_112,UNUSUWUL,Internal Collection,11.2,N/A,Natural,Protein,Wool,N/A,British Wool,No
UNU_WOL_113,UNUSUWUL,Internal Collection,11.3,N/A,Natural,Protein,Wool,N/A,"Merino, Italy",No
UNU_WOL_114,UNUSUWUL,Internal Collection,11.4,N/A,Natural,Protein,Wool,Green,"Merino, Dyed, Green",No
UNU_WOL_121,UNUSUWUL,Internal Collection,12.1,N/A,Natural,Protein,Wool,Red,"Merino, Dyed, Red",No
UNU_WOL_122,UNUSUWUL,Internal Collection,12.2,N/A,Natural,Protein,Wool,Purple,"Merino, Dyed, Purple",No
UNU_WOL_123,UNUSUWUL,Internal Collection,12.3,N/A,Natural,Protein,Wool,Black,"Merino, Dyed, Black",No
UNU_WOL_124,UNUSUWUL,Internal Collection,12.4,N/A,Natural,Protein,Wool,Black,"Merino, Dyed, Black",No
UNU_WOL_131,UNUSUWUL,Internal Collection,13.1,N/A,Natural,Protein,Wool,Dyed,"Wensleydale, Devon, Dyed, White",No
UNU_WOL_132,UNUSUWUL,Internal Collection,13.2,N/A,Natural,Protein,Wool,N/A,"Wensleydale, Devon",No
UNU_COT_133,UNUSUWUL,Internal Collection,13.3,N/A,Natural,Cellulose,Cotton,N/A,Blend (Cotton:Wool),No
UNU_ACR_134,UNUSUWUL,Internal Collection,13.4,N/A,Man-made,Acrylic,Unspecified PAN (Acrylic) Copolymer,N/A,,No
UNU_WOL_141,UNUSUWUL,Internal Collection,14.1,N/A,Natural,Protein,Wool,N/A,"Poll Dorset, Wales",No
UNU_WOL_142,UNUSUWUL,Internal Collection,14.2,N/A,Natural,Protein,Wool,N/A,"Lleyn, Plawhatch Farm",No
UNU_WOL_143,UNUSUWUL,Internal Collection,14.3,N/A,Natural,Protein,Wool,N/A,"North Ronaldsay, Lauriston Farm",No
UNU_VIS_144,UNUSUWUL,Internal Collection,14.4,N/A,Man-made,Regenerated cellulose,Viscose,N/A,Viscose,No
UNU_COT_151,UNUSUWUL,Internal Collection,15.1,N/A,Natural,Cellulose,Cotton,Purple,"Mercerised, Dyed, Purple",No
